Name,Latitude,Longitude,Description
PATCHREEF19,25.38925,-80.17165,"ANCHOR AND CHUM FOR SNAPPER, GROUPER, KINGS"
PATCHREEF2,25.42839,-80.19011,"patch reef, bottom fishing with cut bait, chum heavily, fish top and bottom"
PATCHREEF20,25.38976,-80.17287,"ANCHOR AND CHUM FOR SNAPPER, GROUPER, KINGS"
PATCHREEF21,25.38934,-80.17677999999999,"ANCHOR AND CHUM FOR SNAPPER, GROUPER, KINGS"
PATCHREEF22,25.39011,-80.17318,"ANCHOR AND CHUM FOR SNAPPER, GROUPER, KINGS"
PATCHREEF23,25.38898,-80.17364000000001,"ANCHOR AND CHUM FOR SNAPPER, GROUPER, KINGS"
PATCHREEF25,25.38877,-80.1724,"ANCHOR AND CHUM FOR SNAPPER, GROUPER, KINGS"
PATCHREEF3,25.39106,-80.17581,patch reef bottom fishing with cut bait chum fish top and bottom
PATCHREEF4,25.39055,-80.17109000000001,patch reef bottom fishing with cut bait chum fish top and bottom
PATCHREEF5,25.39064,-80.17391000000001,patch reef bottom fishing with cut bait chum fish top and bottom
PATCHREEF6,25.436422,-80.188439,patch reef bottom fishing with cut bait chum fish top and bottom
PATCHREEF7,25.443875,-80.17044199999999,patch reef bottom fishing with cut bait chum fish top and bottom
PATCHREEF8,25.39054000000001,-80.17358,patch reef bottom fishing with cut bait chum fish top and bottom
PATCHREEF9,25.440545,-80.169399,reef patch chum heavily fish with squid cutbait sliverides shrimp live baits
PATRICIAWRECK,25.804617,-80.078,65 FT STEEL TUG GOOD
PelicanHarbor,25.847494,-80.16805600000001,BOAT RAMP
PFLEUGERREEF1,25.83488,-80.08566999999999,reef area good for bottom fishing or trolling/drfiting live bait
PFLUEGEREEF2,25.82023,-80.09350000000001,reef area good for bottom fishing or trolling/drfiting live bait
PFLUEGEREEF4,25.82133,-80.08257,reef area good for bottom fishing or trolling/drfiting live bait
PFLUEGEREEF7,25.82203,-80.08499999999999,reef area good for bottom fishing or trolling/drfiting live bait
PFLUEGERREEF1,25.82057,-80.08437000000001,110 FT WRECK ON PFLUGER REEF
PFLUEGERREEF2,25.8217,-80.08247,135 FT WRECK
PFLUEGERREEF3,25.80785,-80.06095000000001,GOOD SCATTERED BOTTOM FISHING
PHINS 1,26.086546,-80.05294499999999,NEAR FULL MOON DOLPHIN OFTEN FOUND IN GENERAL AREA
PHINS2,26.059512,-80.04465,DOPLPHIN NEAR FULL MOON
PHINS3,25.727767,-80.01013,GOOD AREA TO LOOK FOR DOLPHIN
PINNACLE 3,25.937,-80.086,PINNACLE CHECK FOR BOTTOM FISH GOOD
POLAR WRECK,25.717049,-80.116428,WRECK AND SOME LIVE BOTTOM
POLICEBARGE,25.81367,-80.09116,POLICE BARGE WRECK ON BOTTOM
PONTOONDOCKS,25.778083,-80.0441,STEEL PONTOON DRY DOCKS
PROTEUSWRECK,25.705467,-80.087333,220 FT STEEL SHIP ON BOTTOM DRIFT SPEED JIG
RADIOPYRAMIDS,25.812383,-80.089383,RADIO TOWER SECTIONS AND PILES
RADIOSPOT,25.81235,-80.089433,z
RADIOTOWERS,25.8113,-80.08975,19 PCS OF 20 FT LONG RADIO TOWER
RAYCHELWRECK,25.8202,-80.07938300000001,164 SHIP ON BOTTOM
REEFBALLS1,25.9624,-80.0979,9 TONS ULTRABALLS HOLDS BAIT AND FISH
REEFBALLS2,25.907317,-80.133483,3 TONS REEFBALLS
REEFBALLS8,25.906417,-80.13333299999999,THREE SETS OF REEFBALLS
REEFBALLS9,25.962617,-80.09784999999999,4 TONS 6 BAY REEFBALLS
REEFLIVE,25.537049,-80.103098,REEF AND LIVE BOTTOM AREA
REXBEARWRECK,25.708033,-80.07721700000001,REX BEAR WRECK GOLIATH GROUPER
RICK PILES BOTTOM,25.798355,-80.088362,ROCKY LIVE BOTTOM
RIOMIAMIWRK,25.702767,-80.0872,RIO MIAMI WRECK
ROCK BOTTOM 44,25.796664,-80.090001,ROCKY LIVE BOTTOM
ROCK PILE 12,25.721655,-80.09994500000001,ROCK PILE WITH LIVE BOTTOM NEAR
ROCKY ROADS,25.729542,-80.087892,SERIES OF LIVE BOTTOM AND OUTCROPPINGS SMALL LEDGE
ROSSMERRYWRK,25.90417,-80.08499999999999,200 FT LONG STEEL SHIP. HOLDS FISH
SAIL RIPS,25.876517,-80.08766799999999,RIPS AND BREAKS -GOOD TROLLING FOR PELAGICS
SAILFISH 001,25.653235,-80.089589,SAILS AND KINGS
SAILFISH 223,25.551123,-80.095164,SAILS AND KINGS
SAILFISH3,25.58119900000001,-80.08367699999999,WINTER SAILFISH CHASING BALLYHOO
SAILFISH4,25.605758,-80.089698,WINTER SAILFISH CHASING BALLYHOO
SAILFISH6,25.643058,-80.085251,WINTER SAILFISH CHASING BALLYHOO
SAILS KINGS 22,25.670338,-80.08750000000001,SAILFISH AND KINGS
SAILSKINGS 32,25.725091,-80.088504,SAILS AND KINGFISH
SANRAPHAELWRK,25.8302,-80.068067,200 FOOT STEEL SHIP HOLDS FISH
SCRAPILE2,25.822255,-80.075564,SCRAP META STTEL FROM CRANE BOOMS
SHAMROCKWRK,25.773433,-80.07338300000001,120 STEEL SHIP HOLDS FISH TOP AND BOTTOM
SHERI-LYNWRECK,25.668167,-80.07038300000001,235 ft STEEL SHIP MARKS UP 12 FT HOLDS FISH
SHIPWRECK1,25.709133,-80.07514999999999,138 FT SHIP ON BOTTOM BTM FISH AND TROLL
SITE EBARGES,26.00765,-80.093717,2 STEEL BARGES SANK HERE HOLDS FISH
SITE EPALLET,26.00765,-80.093667,12 BALLS ON BOTTOM
SMZBUOYREEF1,25.688617,-80.09195,PILES OF 3 TO 6 FOOT BOULDERS
SMZBUOYREEF2,25.700283,-80.091967,PILES OF 3 TO 6 FOOT BOULDERS
SOUTH 32,25.560379,-80.09477099999999,LIVE BOTTOM AND CORAL
SOUTH BASIN WRECK,25.698738,-80.086384,WRECK AND LIVE BOTTOM ATTACHED
SPOTSAVAILABLE,26.075313,-79.970067,DEEP DROP FISHING SPOTS AND SWORDFISH SPOTS AVAILABLE CONTACT US FOR INFO
SPOTSAVAILABLE1,25.996812,-79.976685,DEEP DROP FISHING SPOTS AND SWORDFISH SPOTS AVAILABLE CONTACT US FOR INFO
SPOTSAVAILABLE2,25.933562,-79.972979,DEEP DROP FISHING SPOTS AND SWORDFISH SPOTS AVAILABLE CONTACT US FOR INFO
SPOTSAVAILABLE3,25.854915,-79.978627,DEEP DROP FISHING SPOTS AND SWORDFISH SPOTS AVAILABLE CONTACT US FOR INFO
SPOTSAVAILABLE4,25.68548,-79.96609599999999,DEEP DROP FISHING SPOTS AND SWORDFISH SPOTS AVAILABLE CONTACT US FOR INFO
STANNEWRK,25.6177,-80.09051700000001,
STARREEFTROLL,25.530085,-80.086111,"STAR REEF FISHING AREA, MAHI"
STARTREKWRECK,25.70003300000001,-80.07755,200 FT STEEL SHIP HOLDS AJ GOLIATH BONITA SPEED JIG LIVE BAIT
STEELBARGE3,25.948983,-80.12855,100 STEEL BARGE
STEELBARGE4,25.822667,-80.084383,STEEL DECK BARGE W/3 PILINGS HOLDS AJ BONITO AND OTHER
STEELBARGE8,25.813667,-80.091167,75 FT STEEL BARGE
STEELBARGE9,25.81367,-80.09367,75 FT BARGE ON BOTTOM
STEELBOAT1,25.77735,-80.071983,BOTTOM FISHING ON 70 FT STEEL SHIP
STEELBOAT2,25.780067,-80.07553299999999,57 FOOT STEEL HULL
STEELBOAT4,25.663033,-80.071517,40 FT STEEL BOAT ON BOTTOM
STEELFREIGHTER3,25.705767,-80.08580000000001,HOLDS AJ GOLIATH BONITA SPEED JIG LIVE BAIT 205 FT STEEL FREIGHTER
STEELHULLWRK,25.779783,-80.056833,80 FT STEEL SHIP
STEELSHIP1,25.81625,-80.08150000000001,AJ GOLIATH COBIA STEEL FREIGHTER
STEELSHIP2,25.821683,-80.08246699999999,120 FT STEEL SHIP HOLDS FISHSPEED JIG
STEELSHIP3,25.665067,-80.070283,SPEED JIG OE LIVE BAIT BOTTOM FISH 176 FT STEEL SHIP
STEELSHIP4,25.8937,-80.085433,HOLDS PERMIT AJ GOLIATH BONITA SPEED JIG LIVE BAIT
STEELSHIP5,25.7909,-80.049117,110 FT STEEL SHIP WEST END HOLDS FISH
STEELSHIP6,25.680517,-80.07081700000001,HOLDS AJ PERMIT BONITA SPEED JIG LIVE BAIT
STEELSHIPWREK,25.904217,-80.093717,195 FT STEEL SHIP
STEELTANKS,25.792367,-80.079883,236 TONS OF CONCRETE PIPE AND 30 STEEL TANKS AJ BONITA
STEELTUG1,25.695833,-80.087333,100 FT STEEL TUG
STEELTUG2,25.908767,-80.09010000000001,38 FT STEEL TUG BOTTOM FISHING
STEELTUG3,25.695967,-80.087667,HOLDS FISH 90 FT STEEL TUG
STEELTUG4,25.695833,-80.087,85 FT STEEL TUG
STEELTUG7,25.702767,-80.0872,HOLDS AJ GOLIATH BONITA SPEED JIG LIVE BAIT 105 FT STEEL TUG
STEELTUGS,25.6651,-80.070283,250 FT WRECK BONITA AJ SOME GROUPER
STHENRYWRECK,25.822017,-80.08498299999999,120 FT STEEL FREIGHTER
STRETCH25,25.72296,-80.108751,TROLL STRETCH 20 25 FOR GROUPER
SUNNYISLECULV,25.90942,-80.08995,SUNNY ISLE PIPE ON BOTTOM HERE
SUNNYISLEREEF,25.91072000000001,-80.08425,reef area good for bottom fishing or trolling drfiting live bait
SUNNYISLES1,25.87833,-80.09054999999999,reef area good for bottom fishing or trolling drfiting live bait
SUNNYISLES2,25.90783,-80.08983000000001,MODULES CONCRETE STRUCTURE
SUNNYISLES3,25.90875,-80.08965000000001,reef area good for bottom fishing or trolling drfiting live bait
SUNNYISLES5,25.9085,-80.08966700000001,"80 MODULES OF THREE TYPES M2, RR AND D"
SUNNYISLES6,25.90787,-80.08977,CONCRETE MODULES ON BOTTOM HERE
SUNNYISLES7,25.90797,-80.08138,reef area good for bottom fishing or trolling/drfiting live bait
SYLVIAWRECK,25.36705900000001,-80.133101,WRECK OR WRECK REMAINS GOOD FISHING BONITA AJ
TACOMAWRK,25.7002,-80.08448300000001,OLD WRECK SCATTERED REMAINS
TENNECOTOWERS1,25.9815,-80.079967,2 JACKET STRUCTURES IN190 FT GROUPER AJ
TENNECOTOWERS2,25.982533,-80.08499999999999,3 PLATFORM STRUCTURES IN 110 FT
TIMALLENREEF,25.90833,-80.09050000000001,80 FT STEEL BARGE
TIMOTHYA REEF,25.9084,-80.090467,80 FEET BARGE
TORTUGAWRECK,25.8209,-80.084767,165 FEET LONG STEEL SHIP
TOWERSBARGE,25.81288,-80.09022,old wreck in general area holds fish
TUGWRECK1,25.90917,-80.09007,STEEL NAVY TUG WRECK
ULTRAFREEZE,25.62901700000001,-80.086917,195 FT STEEL SHIP
UNTATA85,25.583714,-80.03310399999999,WRECK OR WRECK REMAINS GOOD FOR TROLLING OR SCATTERED BOTTOM FISHING
WALKEQWRECK,25.8261,-80.081667,200 FT STEEL FREIGHTER IN 290 FT SPEED JIGS LIVE BAIT
WATERTOWER,25.82505,-80.080533,65 FT TALL WATER TOWER ON STEEL BARGE HOLDS FISH TOP AND BOTTOM
WatsoPark,25.783639,-80.172472,BOAT RAMP
WHITETUGWRECK,25.90877,-80.09010000000001,SOME REAMAINS TROLL OR DRIFT
WOODBOAT1,25.8654,-80.053983,35 FT WOOD BOAT
WOODBOAT2,25.875,-80.053483,30 FT WOOD BOAT
WOODBOAT4,25.875,-80.054,OLD WOOD WRECK
WRECKAREA1,25.83409,-80.07702999999999,SCATTERED PORTIONS A LITTLE LIVE BOTTOM TROLL DRIFT LIVE BAIT
WRECKAREA2,25.81691,-80.05126,SCATTEREDLIVE BOTTOM TROLL DRIFT LIVE BAIT
WRECKAREA3,25.80486,-80.07623,LIVE BOTTOM TROLL DRIFT LIVE BAIT
